disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,var.FT,var.SA,var.SB,var.SC,var.SD,var.SE,var.SF,var.SG,var.SH,var.SJ,var.SK,var.SL,var.SM,var.SN,var.SO,var.H,var.P,var.R,var.1,var.2,var.3,var.4,var.5,response
0,SA,18,1,P,1,350,36,1,0,12,0,28,0,0,62.8125,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,21,2,P,2,650,22,1,0,23,0,24,1642,0.052488898,75.359375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SO,18,1,P,1,150,12,1,129,15,0,32,31,0.451061403,49.1953125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,SE,18,1,P,1,500,12,2,0,3,0,23,310,0.076636247,68,2,0,0,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SO,21,1,P,2,350,3,1,0,6,2,21,123,0.222301399,70.6875,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SB,20,0,P,3,250,2,2,205,4,0,19,1,0.239402409,84.6875,2,2,265,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,SC,23,1,P,1,950,37,1,424,7,6,31,1924,0.141645139,66.28125,1,0,0,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,SC,20,1,P,1,300,11,1,0,5,2,17,32,0.3435016,59.4140625,1,1,102,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SN,18,1,P,1,1000,5,1,0,14,0,18,0,0.151595305,40.125,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,SH,19,1,P,1,350,17,1,0,14,0,16,0,0.029812673,71.203125,1,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
600,SO,18,1,P,1,1250,1,1,86,10,0,30,1,0.536332728,57.3125,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SB,19,1,P,1,200,32,1,0,17,2,15,32,0.500308611,79.203125,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SB,18,1,P,1,1450,7,1,0,17,0,37,0,0.374448004,77.375,2,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SH,19,1,P,1,500,10,1,0,21,1,36,0,0,60.4765625,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SA,20,1,P,1,50,22,1,0,12,1,10,154,0.24154909,99,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,SC,19,1,P,2,250,11,2,1,3,0,7,124,0,89.734375,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,SN,20,1,R,1,600,5,1,0,2,1,6,402,0.121508632,74.0625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,SD,18,1,P,1,750,2,1,1,15,0,39,62,0,92.203125,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1100,SN,28,1,P,1,5000,17,3,15,18,2,4,5022,0.017845191,61.796875,1,3,780,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,SC,20,1,P,1,200,12,2,0,0,0,4,1,0.369240516,61.203125,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,SA,21,1,P,1,200,21,1,0,1,0,13,0,0.038044762,62.5625,1,1,18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SO,19,1,P,1,100,27,2,36,8,0,5,93,0,80.34375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2,SA,20,1,P,1,100,41,1,1,3,2,3,62,0.009760062,40.640625,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SH,18,1,P,1,5650,5,3,1,1,6,3,3720,0.056029881,69.71875,1,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SO,19,1,P,1,50,13,1,0,0,0,2,0,0.173544067,68.15625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,SG,19,1,P,1,250,3,2,0,20,1,25,63,0.060508515,36.3125,1,0,0,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SL,18,1,P,1,300,15,2,37,24,0,7,0,0.208886674,63.078125,1,2,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,SC,20,1,P,3,300,38,1,0,27,3,11,0,0.332628954,58.3671875,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,SF,18,1,P,1,1200,29,1,0,8,0,26,0,0,56.7578125,1,1,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SH,19,1,P,1,2000,18,1,0,2,0,2,402,0.127054258,48.4921875,1,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SE,27,2,R,1,300,2,1,5,0,1,2,94,0.227475992,48.546875,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,SE,19,1,P,1,100,7,1,0,5,1,4,341,0.441043727,17.703125,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SO,19,1,R,1,6300,8,2,0,7,1,14,434,0.222391659,65.265625,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,SK,19,1,P,2,8950,2,1,0,6,0,7,869,0.10392946,31.8828125,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SF,18,1,R,1,50,6,3,41,5,0,1,0,0,47.6171875,1,0,0,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,SD,19,0,P,1,500,5,1,14,0,0,3,496,0.016817306,64.1875,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SA,19,1,R,1,500,53,1,0,20,0,54,154,0,9.9609375,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
800,SM,29,1,R,1,100,9,1,25,3,0,8,155,0.101168276,23.80078125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,SB,19,0,P,1,6350,18,1,0,10,2,10,712,1.592476241,37.4921875,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SH,20,1,P,1,200,16,1,0,7,2,14,0,0.229115003,41.4609375,1,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SO,19,1,P,1,100,8,2,0,11,0,7,0,0.523939977,65.453125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,SH,19,0,P,1,1100,3,1,39,27,0,80,0,0,42.390625,1,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SB,18,1,P,1,200,22,1,1,4,0,52,342,0,78.84375,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,20,1,P,1,150,2,1,0,28,2,43,0,0,72.078125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SD,18,1,P,1,750,12,1,35,16,0,36,0,0,60.796875,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SB,18,1,P,1,100,4,2,55,18,0,35,31,0.045431686,49.765625,2,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SB,21,1,P,1,600,9,1,36,24,7,33,0,0.173421356,71.96875,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,950,31,1,0,7,0,33,0,0.065564641,63.9453125,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SO,18,1,P,1,500,38,1,0,18,0,32,0,0.435967693,57.4921875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SC,19,1,P,2,500,25,1,0,22,1,32,3907,0.019654765,71.28125,2,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,SO,24,1,P,1,600,29,2,15,5,4,28,310,0,39.4921875,1,1,378,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SO,19,1,P,1,200,14,1,1,18,0,27,0,0.254568283,64.703125,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SO,19,0,P,1,50,16,1,0,12,0,23,0,0.251910132,82.328125,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SG,18,1,P,1,1450,27,2,15,13,0,22,1,0,65.4375,1,2,0,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SK,18,1,P,1,50,10,1,0,20,1,21,31,0.194404903,65.671875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SK,18,1,P,2,100,5,2,79,16,0,21,30,0,78.328125,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
10,SB,19,1,P,1,1450,10,1,19,11,1,20,154,0,69.421875,1,1,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SB,18,0,P,1,50,35,1,36,8,1,20,0,0,99.421875,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,SO,18,1,P,1,300,3,2,0,27,0,18,0,0.14948642,75.359375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SL,23,5,P,1,500,37,2,26,19,19,19,0,0,70.6875,1,2,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,SF,19,1,P,1,100,4,1,231,24,0,17,0,0.14634579,56.3359375,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,19,1,P,1,200,17,1,0,23,0,11,31,0,85.015625,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SO,19,0,P,1,150,8,1,46,23,0,11,32,0.060460153,75.640625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SO,19,0,P,3,200,2,4,0,5,1,12,62,0.260935751,56.734375,2,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,SH,18,0,P,1,1000,5,2,35,22,0,12,186,0.130769411,66.609375,1,2,0,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SC,20,1,P,1,1300,13,1,25,17,3,10,0,0.270146583,47.40625,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,18,1,P,2,350,4,1,34,7,0,10,372,0.078987015,94.609375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SB,18,1,P,1,50,6,1,0,10,0,10,32,0.323475293,52.234375,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SM,24,1,P,2,1150,36,2,36,27,5,10,0,0,77.578125,1,2,141,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1,SO,20,1,P,1,50,7,2,0,16,3,11,0,0.265799321,40.53125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SH,18,1,P,1,950,6,1,0,9,0,9,0,0,94.796875,1,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,1,P,1,50,14,1,65,26,16,9,124,0,67.84375,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SO,20,1,P,1,700,26,1,1,4,3,8,219,0.045734937,85.671875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SH,22,0,P,1,300,12,1,0,24,5,7,1,0.166285887,63.3203125,1,1,0,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,18,1,P,1,800,27,1,0,11,0,7,0,0.337616102,56.5859375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SA,18,1,P,1,200,9,1,0,2,0,7,0,0,55.6328125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,1,P,1,50,5,1,40,0,1,5,31,0.037047421,22.62109375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SO,18,1,P,1,50,32,1,0,2,0,6,0,0.709429059,26.10546875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SL,19,1,P,2,250,30,1,1,11,1,5,94,0.411715949,37.34375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0,SA,19,1,P,1,200,2,1,0,4,1,4,0,0,65.78125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,SK,18,1,P,1,950,44,1,0,20,0,3,1,0,74.859375,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SL,19,1,P,1,4550,13,1,0,23,3,3,278,0,54.03125,1,0,545,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1,SO,18,1,P,1,50,19,1,9,26,0,5,31,0.098147882,74.578125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SO,20,1,P,1,900,9,1,0,5,4,6,496,0.166010575,59.015625,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SO,16,1,P,1,600,58,1,0,11,2,3,0,0.057138827,27.43359375,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SM,18,1,P,1,100,32,1,419,20,0,3,0,0,80.390625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0,SO,16,1,P,1,50,12,1,30,9,0,5,0,0,67.265625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SB,18,1,P,1,150,2,1,0,3,0,3,0,0,68.90625,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,SH,19,1,P,1,50,8,1,0,2,1,1,124,0.266171447,55.0234375,1,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SM,18,0,P,1,50,6,1,0,4,0,2,0,0,31.62890625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,SB,18,1,P,1,50,5,1,1,1,0,6,0,0.270473838,94.953125,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,19,2,P,1,600,3,1,0,8,1,8,0,0,50.9453125,1,1,309,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SC,32,1,P,1,1000,29,2,75,5,2,2,0,0.657375295,24.9375,1,2,365,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SF,18,1,P,1,350,17,1,0,0,0,8,0,0.10666209,66.34375,1,0,0,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SH,19,1,P,1,750,7,3,0,16,0,12,0,0,67.671875,1,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SL,19,0,P,1,50,32,1,0,0,0,14,0,0.237900873,69.53125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0,SM,28,1,R,1,1700,12,1,36,0,2,13,0,0.175259389,50.3046875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
0,SO,19,2,R,1,250,3,1,0,21,0,35,1924,0.156730381,39.953125,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,SO,19,1,P,1,300,9,1,0,21,2,10,219,0.085670576,65.640625,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SC,17,1,P,1,50,5,1,0,7,0,10,0,0.010582078,48.8671875,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,SD,18,1,P,1,250,9,1,0,6,0,32,0,0.088905373,49.3671875,1,0,0,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
400,SE,25,1,R,1,600,15,1,0,13,0,40,2108,0,90.25,1,0,0,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,SA,19,1,R,1,150,2,1,26,2,1,5,1,0,66.96875,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,SC,29,4,R,1,250,18,1,0,1,0,5,31,0.037695228,2.841796875,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,SO,18,1,P,1,250,54,1,0,3,0,11,31,0,44.125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SB,18,1,P,1,250,22,1,30,3,0,23,0,0.114928064,22.65625,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,1,P,1,950,1,2,0,5,0,15,0,0,69.984375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1,SH,18,1,H,1,600,3,1,0,25,0,17,0,0.033812084,70.15625,1,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,SB,19,1,P,1,300,13,1,144,8,0,46,0,0,76.46875,2,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SE,19,1,P,1,100,26,1,0,6,1,42,0,0.065992647,72.40625,1,1,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SF,20,1,P,1,750,6,1,1,3,3,12,0,0,53.1328125,1,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
580,SO,25,1,R,1,1900,8,1,0,15,0,38,2014,0.070489387,48.296875,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,SN,18,1,P,1,250,3,1,130,18,0,42,0,0,76.71875,1,1,285,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,SM,18,1,P,2,50,19,2,0,12,0,39,154,0.092879254,47.546875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,SO,18,1,P,1,250,2,1,0,15,0,35,63,0.089580868,42.8203125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
160,FT,20,1,P,1,250,20,1,0,11,1,2,32,0,90.765625,1,0,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,1,P,1,500,3,2,0,19,0,33,0,0.087880724,71.53125,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,SK,18,1,P,1,150,7,1,0,9,0,18,498,0.035879729,82.265625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,19,1,P,1,250,9,1,0,4,0,19,0,0,69.28125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SO,20,1,P,2,500,31,1,0,4,2,28,123,0.017914184,69.625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1000,SO,22,1,P,1,450,6,1,0,18,5,30,0,0.045533516,78.140625,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SD,19,1,P,1,2850,8,1,39,10,1,30,0,0.04821343,61.9453125,1,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SA,18,0,P,1,50,26,1,0,22,0,29,0,0,66.890625,2,0,119,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SO,20,1,P,1,100,12,2,249,9,1,29,0,0.067923703,57.6171875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SE,19,1,R,1,100,2,1,0,20,0,25,0,0.25201416,63.125,1,1,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,SO,18,1,P,1,600,5,1,0,10,0,23,0,0,75.109375,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,SC,18,1,P,1,150,6,1,1,13,0,23,496,0.19473938,64.125,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SB,19,1,P,2,600,3,2,0,2,1,22,341,0.704589032,52.0625,2,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10,SF,19,1,P,2,400,35,1,1,7,3,21,0,0.199745839,64.8125,1,1,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SB,18,1,P,1,50,3,1,30,2,0,22,279,0.274696531,63.171875,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SO,19,1,P,1,750,5,1,19,11,2,19,32,0.046740606,77.15625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,SB,19,1,P,1,50,54,1,0,18,1,18,0,0,89.75,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SM,18,1,P,1,1300,24,1,230,13,2,14,186,1.080105353,25.6015625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,SK,18,1,P,1,200,7,1,90,11,0,9,0,0.425711831,62.28125,1,1,98,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SB,21,1,P,1,950,8,3,1,7,3,26,558,0,78.53125,1,3,153,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,18,1,P,1,100,6,1,0,3,0,6,0,0.192973801,54.0390625,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,SO,20,1,P,1,150,8,1,0,18,1,6,0,0.134783758,59.984375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,SM,18,1,P,1,50,15,1,0,3,0,4,247,0.782317048,50.3125,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,SE,19,1,P,1,250,11,1,1,15,2,6,310,0.01347945,70.78125,1,1,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SC,18,1,P,1,750,5,1,0,10,0,35,0,0.129018957,52.765625,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,1,P,1,250,2,1,0,3,0,1,0,0,66.609375,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
