"","app_id","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"24",38,1,"SO",21,1.54,"R",1.166,516.5,22.26,1.11,43.58,2.33,0.64,6.52,481.46,0,40.21875,1.04,0,28.9999999999997,5,-1
"25",26,700,"SN",21,1.14,"R",1,500,4,1.44,73.97,10.04,0,21.6,526,0.031742534,70.828125,1.38,0,31.9799999999997,5,-1
"26",-36,500,"SL",25,1.85,"R",1.17,925,25.9221212121212,1.19,20.71,2.25,0.65,5.72,709.52,0.0843504141,40.1796875,1,0,155.41,5,-1
"27",34,0,"SD",20,1,"P",1.53,698.5,22,1,195.88,4.07,1.24,3,349.3,0.325250065,31.40625,2,0,0,3,0
"28",-27,0,"SO",19,1,"P",1,633.5,6,3,0,0,3,10.3766666666667,547.443333333333,0.0310821186,66.28125,2,2,0,3,1
"29",37,0,"SO",22,3,"P",1.18,950,10,2,0,16,4,16,428.683333333333,0.1443335731,50.1796875,1,2,2119,3,0
"30",-28,380,"SD",16,0.57,"P",1.56,545.5,27.45,1.37,207.856666666667,5.71666666666667,0.84,12.75,353.88,0.8561127037,43.3046875,1.12,0,72.4899999999997,5,-1
"31",-42,0,"SE",30,0,"P",1.18,2199.33333333333,13,3,46.64,12,5.4,21,1435.2,1.03741033,56.625,1,0,0,3,1
"32",31,0,"SC",21,1,"P",1.49,1061.5,11,1.91,297,4,5,17,467.35,0.2441240083,55.71875,1.31,0,44.3299999999998,5,4
"33",-60,0,"SA",19,0,"P",1.34,1450,9,1.49333333333333,25,5,1,7,31,0,86.515625,1,0,293.15,5,2
"34",-79,0,"SA",20,2,"R",1.16,587.5,65,1,34.035,6.12,1.52333333333333,4,444.2175,0.0639001953,52.6953125,1.03,0,0,3,-1
"35",-83,260,"SO",19,1,"P",1.23,380.5,11.67,1.06,7.9,10,0.59,8,111.765,0,44.4453125,1.07,0,1.98333333333274,5,-1
"36",-81,0,"SA",24,0,"R",1.2,725.75,22,2,43.43,3.57,1,6.25,668.945,0.0946957718,45.8359375,1,1,0,2,-1
"37",65,1000,"SE",22,2.19,"R",1.19,1131,18.83,1.22,14.71,4.57,1.18,5.39,702.87,0,48.94111328125,1.07,0,130.83,4,-1
"38",86,1,"SF",22,0,"P",1.2,614.5,17,1.42,45,3,4,10,381.44,0.1748244725,67.03125,1.06,0,9.43999999999966,5,-1
"39",-63,1,"SD",19,0,"P",1.23,236.666666666667,12.73,1.04,36.77,11.69,0.79,4,112.44,0,75.859375,1.07,0,1.82999999999936,5,-1
"40",-57,0,"SO",20,0,"P",1.16,232.5,19,1,110,6,1,14,268.13,0.0577998961,47.03125,1,0,0,3,1
