"","app_id","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"4195",-6433,0,"SA",19,1,"P",1.21,100,15,3,34.705,12,2,19,218.48,0.0566957676,77.953125,1,2,116,3,1
"4196",-6280,0,"SF",18,1,"P",1.12,257.75,46,1,41.08,13,0,19,201.815,0,78.78125,1,1,0,3,0
"4197",-6269,0,"SO",18,0,"P",1.04,235.375,25,1,32.465,11,1,19,180.65,0,83.640625,1,1,0,3,0
"4198",6196,0,"SA",19,0,"P",1.07,610.5,25,1,12.63,18,3,19,296.74,0.0046068825,71.5625,1,1,0,3,0
"4199",6183,0,"SC",20,1,"P",1.05,440.5,11,1.105,26,16,1,19,119.5675,0.0814406103,61.7578125,1,0,26.6699999999999,5,0
"4200",6441,0,"SC",18,0,"P",1.22,351,28.49,1.01,47.58,21,0.02,19,338.74,0.1191960911,55.796875,1,0,0.323999999999902,5,0
"4201",6468,0,"SO",19,1,"P",1.19,416,12.15,1.03,5.785,11,2,19,57.1,0,75.828125,1.01,0,1.20999999999939,5,-1
"4202",-6424,0,"SG",19,0,"P",1.25,478.5,36.9711666666667,1.08,23.44,20,0,19,358.99,0.0484882743,76.328125,1,0,0.109999999999495,5,-1
"4203",6311,0,"SH",19,1,"P",1.11,200,7,2,26,6,1,17,152.46,0,58.9765625,1,2,0,3,1
"4204",6319,400,"SO",18,0.95,"P",1.4,293.5,31,1,41.585,12,0,18,197.604285714286,0,37.3203125,1.01,1,0,3,-1
"4205",6398,0,"SA",20,1,"P",1,256,4,1,39,8,3,18,105.118333333333,0,53.3125,1.08,1,0,3,-1
"4206",-6324,0,"SO",27,1,"P",1,608.5,2,2,35.24,2,3,17,396.51,0.0857654917,43.75,2,1,0,3,1
"4207",6314,0,"SO",20,1,"P",1.23211111111111,662.5,36,1,14.41,18,1,17,212.99,0,77.71875,1,1,0,3,-1
"4208",-6265,0,"SB",19,1,"P",1,666.25,2,1,1,18,1,17,60.6025,0,85.40625,1,1,0,3,0
"4209",6371,0,"SD",19,1,"P",1.18,613.25,33,1,21.66,9,2,16,287.18,0,65.84375,1.02,1,0,3,-1
"4210",-6345,0,"SF",18,0,"P",1.18,205,12.02,1,31.8525,13,1,15,78.2775,0.0084396753,80.484375,1.01,0,-6.02824457018869e-13,5,-1
"4211",-6447,0,"SB",22,2,"P",1,850,5,4,85,22,4.02,16,354.01,0.1128978836,48.6875,1,3,576,3,2
"4212",-6236,0,"SL",21,2,"P",2.17,50,11,3,185.503333333333,7,5,15,461.68,0.6150947846,65.78125,3,1,651,3,0
"4213",-6279,0,"SN",19,1,"P",1,500,3,2,10.99,11,0,15,60,0.0101667345,49.21875,1,2,0,3,0
"4214",6409,0,"SA",18,1,"P",1.23,186.388888888889,21,1,47.565,9,0.310619047619048,14,100.84,0,82.53125,1.04,1,0,3,-1
"4215",6416,1,"SO",20,1,"P",1.23,250,9,1,44,11,2,14,113.94,0.141066134,65.875,1.01,1,0,3,-1
"4216",6483,0,"SF",19,1,"P",1.05111111111111,430.5,8,1,0,18,1,16,129.7,0,73.671875,1,1,0,3,0
"4217",-6256,0,"SF",17,1,"P",1.01,215.75,14.17,1.02,46.3133333333333,8,0.07,15,154.176666666667,0.1241870548,81.484375,1,0,2.58043478260858,5,0
"4218",6198,0,"SO",20,1,"P",1.18,300,16,2,50,8,3,15,271.02,0,67.34375,1,1,0,3,0
"4219",6215,60,"SA",18,1,"P",1.14,445.722222222222,63,1,35.18,4,0,14,422.92,0.1008898392,88.09375,1,1,0,3,0
"4220",-6197,1,"SC",17,1,"P",1.15,297.5,27.92,1.01,51.5566666666667,20,0.11,14,350.53,0.0387543903,84.765625,1,0,1.68999999999987,5,0
"4221",-6426,0,"SO",19,2,"P",1.72,600,12,2,524,8,2,13,314.365,0.170898369,88.703125,1,1,540,3,-1
"4222",-6313,10,"SB",18,1,"P",1.11,313.8,49,1,43.765,14,0,13,243.91,0,73.390625,1,1,0,3,0
"4223",6189,0,"SF",18,0,"P",1,705.5,6,1,5.23,23,0,12,188.47,0,66.71875,2,1,0,3,0
"4224",-6258,0,"SA",19,1,"P",1.04,490,13.83,1.14,9.948,12,3,13,247.7,0.0983112187,63.9765625,1,0,20.7099999999999,5,0
"4225",-6246,0,"SO",18,1,"P",1.02,423.5,6.83,1.055,3.84,19,1,12,82.9333333333333,0.1483048047,63.5,1,0,8.63999999999991,5,0
"4226",-6254,0,"SA",19,1,"P",1,950,2,2,7.75,23,1,13,192.628,0.1970813577,57.2734375,1,2,0,3,0
"4227",-6220,0,"SF",18,1,"P",1,150,2,1.12,32.75,26,1,11,84.92,0,67.4375,1,0,24.184,5,0
"4228",-6276,0,"SA",18,1,"P",1.02,167.5,11.454,1.01,39.88,7,0,12,71.37,0,68.046875,1,0,0.690434782608554,5,0
"4229",-6255,0,"SC",18,0,"P",1.02,195.25,12.13,1.02,47.47,13,0,11,66.4425,0,67.59375,1,0,3.74999999999983,5,0
"4230",-6406,0,"SC",18,1,"P",1.27,416.75,36,1,33.7133333333333,17,0,10,210.87,0,73.6875,1,1,0,3,-1
"4231",6405,0,"SA",19,1,"P",1.09,50,14,1,64.02,19,0,11,131.895,0.2972046426,65.453125,1,1,0,3,0
"4232",-6283,1,"SB",19,1,"P",1.04,188.5,13,1,32.055,11,0,11,130.64,0.0559465392,55.6953125,1,1,0,3,0
"4233",6408,0,"SC",18,1,"P",1.405,907.5,35.2316666666667,1.21,106.116666666667,5,0,11,406.69,0.0552346878,99,1,0,298.66,5,1
"4234",6194,0,"SK",18,1,"P",1.03,223.5,12.22,1.03,41.925,5,0,10,169.425,0,43.8203125,1,0,4.75999999999987,5,0
"4235",6180,0,"SM",17,1,"P",1.04,192.25,12.6,1,38.04,3,0,9,91.635,0,71.765625,1,0,0.420434782608531,5,0
"4236",6347,1,"SH",18,1,"P",1.22,310.333333333333,33.72,1.04,48.52,24,0,9,469.18,0.0582782424,86.8125,1,0,-5.91171556152403e-13,5,-1
"4237",6392,0,"SC",19,0,"P",1.11,183,13.3933333333333,1.02,46.01,3,0,10,163.2175,0.0468919886,56.8828125,1,0,2.2199999999999,5,1
"4238",-6355,0,"SO",18,0,"P",1,396,3,1,1,8,1,9,116.53,0,26.90625,1,1,0,3,2
"4239",-6206,0,"SN",21,0,"P",1,950,4,1,85,8,4,9,992,0.0244599657,46.2734375,1,0,185.04,5,0
"4240",-6229,0,"SH",19,1,"P",1.15,618,43,1.04,42.01,14,1,8,311.29,0,50.5234375,1,0,116.35,5,0
"4241",6343,0,"SO",18,1,"P",1,150,4,1.06,28.3257142857143,11.85,0.14,7,52.21,0.0612843294,34.3203125,1,0,7.39999999999993,5,2
"4242",6342,1,"SO",19,1,"P",1.08,323.319444444444,17,1,0,3,2,7,345.74,0,82,1,1,0,3,0
"4243",-6191,0,"SH",18,1,"P",2,615.583333333333,2,1,26,13,0,7,126.412857142857,0.0545676401,76.421875,2,1,0,3,0
"4244",6204,0,"SO",18,1,"P",1.055,495.125,10.51,1.125,7.02,27,0,8,88.8833333333333,0.0230329001,72.703125,1,0,3.90999999999986,5,0
"4245",-6253,1,"SM",18,1,"P",1.13,313.5,13,1,31.34,0,0.37,8,194.08,0.04279843,53.4609375,2,1,0,3,0
"4246",-6399,0,"SD",18,1,"P",4,850,2,1,1,4,1,6,124,0.5002846364,33.2109375,3,1,0,3,1
"4247",-6261,0,"SC",18,0,"P",1.1,578,12.465,1.23857142857143,8.63,12,2,6,114.3,0,85.46875,1,0,1.91999999999989,5,0
"4248",-6452,2,"SK",18,1,"P",1.22,606,8,1,1,16,0.716,7,136.716666666667,0,68.125,1.03,1,0,3,-1
"4249",-6195,1,"SB",20,4,"P",1.59,657,17,1.41,0,12.51,2.7,6,225.34,0,52.57845703125,1,0,320.52,5,0
"4250",6461,0,"SC",18,0,"P",1.05,203.471428571429,11.74,1.02,52.22,16,0,6,106.3925,0.0734550008,51.0703125,1,0,1.63999999999986,5,0
"4251",6459,1,"SC",17,1,"P",1.35,348,28.4698333333333,1.02,32.32,11,0.13,5,185.99,0,29.2265625,1.04,0,0.149999999999418,5,-1
"4252",-6377,0,"SA",19,1,"P",1.26,235.444444444444,30,1,55.08,5,2,5,383.72,0.1975812181,44.21875,1.04,1,0,3,-1
"4253",6449,0,"SO",19,1,"P",1.19,250,6,1,24.4066666666667,12.2168333333333,0.941904761904762,6,0,0.1190081467,70.140625,1.05,1,0,3,-1
"4254",6344,0,"SA",18,1,"P",1.19,132.125,10.23,1.03,32.485,11.5266666666667,0.34,4,83.12,0.0905214685,31.9765625,1.04,0,-6.08793015999254e-13,5,-1
"4255",6456,1,"SK",18,1,"P",1.24,569.333333333333,8,1,0,15,0.906,6,165.58,0,64.75,1.04,1,0,3,-1
"4256",6225,0,"SC",20,1,"P",1,491.25,3,2,0,3,2,7,242.08,0.078380499,65.921875,1,2,0,3,0
"4257",-6227,0,"SK",18,0,"P",1.13,771.583333333333,26,1,12.875,19,0.28,4,372.531666666667,0,59.015625,1,1,0,3,0
"4258",-6237,0,"SA",17,1,"P",1.04,187,14.4583333333333,1,47.7883333333333,11,0.1,4,97.53,0.3774137795,52.1484375,1,0,7.0799999999999,5,0
"4259",-6222,0,"SC",19,1,"P",1.12,382,8,2,25,5,1,8,218.253333333333,0.0742722007,72.03125,2,1,0,3,0
"4260",-6378,0,"SA",19,1,"P",1.24,171,13.25,1.05,43.38,7.25,0,4,77.26,0,51.3984375,1.08,0,2.28999999999938,5,-1
"4261",6427,1,"SO",19,1,"P",1.11,467.25,11,2,20,8.405,2,5,170.42,0.0587199625,67.0625,1,1,0,3,1
"4262",-6267,0,"SO",18,1,"P",1,368.5,1,1.04,0,0,0,4,144.21,0.0200445793,65.078125,1,0,6.09399999999992,5,0
"4263",6312,0,"SC",18,0,"P",2,150,4,1.33,0,7.02,0.47,1,214.36,0.3556127874,34.296875,1,0,33.09,5,2
"4264",6451,0,"SA",18,1,"P",1.265,200,23,1,60.12,10,0,8,196.18,0,62.0546875,1.03,1,0,3,-1
"4265",-6382,0,"SO",19,1,"P",1.23,176.75,10.739,1,55.6,5.89,0.67,3,147.58,0.1485471195,50.9140625,1.11,0,0.423333333332739,5,-1
"4266",6479,0,"SF",18,1,"P",1.21,183.821428571429,13.8816666666667,1.01,48.18,15,0,11,146.875,0,60.7734375,1.01,0,-6.6336269810563e-13,5,-1
"4267",-6268,0,"SB",20,3,"P",1.59,7299,39,1,225.18,0,11,2,4020.9,0,94,1,1,0,3,0
"4268",6325,1,"SM",17,1,"P",1.21,234.833333333333,20.31,1,38.7,12,0.15,3,92.58,0.038900158,80.125,1.05,0,-6.72741862217663e-13,5,-1
"4269",6292,0,"SD",18,1,"P",1.06,272.833333333333,15.11,1.06,42.43,5,0,2,184.95,0,84.578125,1,0,0.130434782608552,5,1
"4270",6425,0,"SL",18,1,"P",1.01,208.5,12.5566666666667,1,33.065,12.5,0.16,2,76.33,0.0545487766,42.8046875,1,0,7.49999999999989,5,0
"4271",-6259,1,"SH",18,1,"P",1,1183.5,6,1.25,0,10.68,5,9,519.53,0.0280069186,56.984375,1,0,296.99,5,0
"4272",-6450,280,"SA",27,1,"P",1.53,5089.75,17,2,107.66,28,11.76,1,3066.18,0.2327061542,36.6796875,1.06,1,0,3,-1
"4273",-6232,0,"SA",19,1,"P",1.38,328,26,1,350.73,0,0,2,612.63,0.1708355681,37.2890625,1,0,78.935,1,0
"4274",6428,0,"SH",18,1,"P",1.28,599.333333333333,24,1,15.87,15,0,2,227.6,0,84.59375,1.02,1,0,3,-1
"4275",-6442,1,"SO",19,1,"P",1.23,50,6,1,45.6033333333333,7.37,0.99,1,132.73,0.4217892,68.4375,1.05,1,0,3,-1
"4276",-6330,0,"SB",18,1,"P",1.256,260.5,36.8385555555556,1,44.1733333333333,10,0,11,169.8,0.0073884152,78.59375,1.05,0,-6.0708771343343e-13,5,-1
"4277",-6277,0,"SH",30,1,"R",1.12,1440,25.135,1.61,21.87,3.58,1.91,7.94,1068.47,0.3865055609,68.421875,1,0,96.44,5,0
"4278",-6383,0,"SA",21,1,"P",1.15,650,7,2,46,14.2,2,27,311,0,69.703125,1,2,365,3,-1
"4279",6190,0,"SA",19,1,"P",1.37,534,7,1.42,0,3,2,2,289.206666666667,0.0400006921,32.4296875,1,0,80.47,5,0
"4280",6306,0,"SA",19,1,"P",1.24,136,10,1,84,6,0,20.0071428571429,84.8066666666667,0.0997390146,46.8125,1.05,1,0,3,-1
"4281",6370,2,"SO",23,2.57,"R",1.13,860,27.53,1.24,37.5,2.17,1.09,5.19,575.372,0.0603575873,31.80078125,1.02,0,163.8,5,-1
"4282",6186,0,"SH",19,0,"P",1.14666666666667,498.416666666667,14,1,0,2,1,13,227.675,0,47.03125,1,1,0,3,0
"4283",-6331,980,"SO",24,1.28,"R",1.36,1547,31,4,0,3.96,0,8.89,923.64,0.6027570385,47.8125,1,3,0,3,-1
"4284",-6340,0,"SO",21,1,"R",1.226,469,34,2,58.49,5.32,1.51,10.36,436.22,0.0680793601,41.3203125,1,2,0,3,-1
"4285",-6348,0,"SB",22,1,"P",1.32,6300,24,2,110.57,9.99,2,19.3,4403,0.3183959704,75.53125,1,2,23,3,-1
"4286",-6221,0,"SC",24,1,"R",1.44,535.5,23,2,60,6.41,0,11.82,518.55,0,40.2734375,1,2,0,3,0
"4287",-6275,0,"SO",18,1,"P",1.13,291.375,33.29,1.01,42.95,0,0.08,13,309.29,0.0551501856,60.359375,1,0,4.23626811594193,5,0
"4288",6323,1,"SE",18,0,"P",1.23,398.35,44,1,26.125,12.97,0.26,16.31,284.85,0,74.8125,1.01,1,0,3,-1
"4289",-6376,1100,"SO",21,1.31,"P",1.22,150,18,2,43.95,9.53,2.38,16.0475,454.48,0.1901328824,48.9375,1,2,157,2,3
"4290",6393,0,"SO",19,1,"P",1.11,411,30,1,19.405,13.045,3,14.8575,248.215,0.1791681405,58.6171875,1,1,0,3,0
"4291",-6216,0,"SH",33,1,"R",1.29,350,15,1,74,16.82,5,17.63,513.01,0.0023198723,37.9609375,1,1,0,3,0
"4292",-6386,800,"SO",31,1,"R",1.36,1750,10,1,1,8.18,1,9.95,124,0.0989724274,28.8984375,1,1,80,3,2
"4293",6429,0,"SO",30,1,"R",1.12,1139.25,8,1,26.49,3.85,1.29,5.435,896.53,0.6028390732,28.36328125,1.06,1,0,3,-1
"4294",6294,0,"SO",19,1,"P",1.06,258.25,8,1,0,11.592,0,14.3727777777778,109.7,0.0944055417,39.3046875,1,1,0,3,0
"4295",6412,0,"SF",20,1,"R",1,600,5,1,25,12.3972380952381,0,20.128,217,0,63.8359375,2,1,0,3,1
"4296",-6387,1,"SD",18,1,"P",1,598,2,1,3.89,27,0.473333333333333,15,75.23,0,67.390625,1.02666666666667,1,0,3,-1
"4297",-6391,0,"SD",19,0,"P",1,270,4,1,1169,8.72,1.23333333333333,15.54,146.682,0,19.2421875,1,1,0,3,2
"4298",6482,0,"SD",21,1,"P",1.13,729,12,1.36,30,13.81,3,21.705,308.39,0.037439519,68.78125,1,0,51.6,5,0
"4299",-6360,0,"SC",22,1,"P",2,250,2,1.6,0,21,4,16,124,0.4419702999,59.3984375,1,0,37.8,5,1
"4300",-6228,0,"SL",24,1,"R",1.13,575,18.17,1.12,53.53,2.82,0.75,7.03,558,0.4066942437,47.859375,1,0,28.38,5,0
"4301",-6435,0,"SA",18,0,"P",1.05,166.5,12.365,1.03,36.27,10.185,0.09,12.87,85.09,0.014702675,31.45703125,1,0,4.92999999999989,5,1
"4302",-6284,0,"SG",30,1,"H",1.26,2743,22.05,1.72,21.56,12.87,4.67,15.63,1168.19,0.0885704334,79.125,1,0,325.35,5,1
"4303",-6281,1,"SA",20,2,"R",1.14,423,20.63,1.07,34.96,13.28,1.5,16.76,316.53,0.4248202983,67.4375,1,0,80.647,5,0
"4304",-6272,0,"SO",17,1,"P",1.03,384,11.17,1.02,11.78,10.585,0,15.4466666666667,139.64,0,59.2109375,1,0,0.000434782608525666,5,0
"4305",-6270,0,"SG",16,1,"P",1.06,515.5,14.98,1.08,17.02,11.41,0.31,21.64,176.186666666667,0,80.53125,1,0,1.36043478260855,5,0
"4306",-6288,0,"SO",18,1,"P",1.266,241.083333333333,35.1535555555556,1,50.01,6,0,19,401.15,0.0692673407,72.78125,1.07,0,-6.07656147622038e-13,5,-1
"4307",-6262,1,"SD",17,1,"P",1.83,603,23.55,1.87,228.57,5.09,0.71,10.73,316.86,1.0967874154,46.0703125,1,0,245.29,5,0
"4308",6241,0,"SB",18,1,"P",1.06,188.5,11.8,1.01,34.445,11.15,0,14.8857142857143,100.07,0,61.3046875,1,0,3.76043478260854,5,0
"4309",6472,260,"SO",20,1.9,"R",1.38,385.5,17.42,1.22,132.46,9.41,1,13.28,281.014,0,22.671875,1.1,0,98.0066666666665,5,-1
"4310",6460,0,"SO",22,1.73,"R",1.126,649,21.79,1.14,32.03,1.96,0.93,4.76,540.43,0,44.227524414063,1.03,0,32.8999999999997,5,-1
"4311",6454,1,"SO",22,1.42,"R",1.226,852.5,22.1254545454545,1.19,18.01,3,1.07,4.73,612.8,0,49.998515625,1.01,0,124.586666666667,4,-1
"4312",6415,1,"SH",21,2.85,"R",1.15,1153,29.4,1.31,20.98,5.41,1.39,10.42,554.085,0,56.3359375,1,0,372.69,5,-1
"4313",-6403,0,"SD",18,1,"P",1.23,159.964285714286,13.9583333333333,1.02,45.8966666666667,11.6190625,0.08,19.62,52.77,0,77.578125,1.02,0,-6.9434236138477e-13,5,-1
"4314",6365,0,"SC",18,1,"P",1.22,250,28.6266666666667,1.01,43.59,14.93,0.0323255813953488,13.7633333333333,261.3,0.1520698494,56.4765625,1.03,0,-5.70707925362512e-13,5,-1
"4315",6317,1,"SO",18,0,"P",1.326,367.75,50,1,47.18,6,0,18,253.399285714286,0,78.28125,1.03,1,0,3,-1
"4316",-6357,1,"SH",18,1,"P",1.23,188,13.5717142857143,1,39.95,10.74,0.196,15.48,81.51,0,65.0243359375,1.04,0,-7.03721525496803e-13,4,-1
"4317",-6349,0,"SM",18,1,"R",1.17,413.75,29.8066666666667,1.06,34.99,10.22,0.44,16.6533333333333,331.86,0,62.9130208333333,1.03,0,-5.27791144122602e-13,4,-1
"4318",6209,0,"SH",19,0,"P",1.23,1571,108,1.88,0,6,0,26,665.435,0.1057264858,82.75,1,0,341.62,5,0
"4319",6286,0,"SH",20,1,"P",1,328.5,4,1,37,10,2,19,123.2575,0,57.0625,1.1,1,0,3,-1
"4320",6295,800,"SJ",21,1.36,"P",1.196,757.5,24.0666666666667,1.54,27.9933333333333,11.45,2.4,15.13,520.59,0,54.6451953125,1.02,0,67.9899999999998,4,-1
"4321",6201,1,"SO",21,1,"P",1.26,1650,19,2,1,4,3,105,681,0,64.484375,1,2,0,3,0
"4322",6410,0,"SE",18,1,"P",1,250,2,1,53.69,23,0,21,125.97,0.0677025253,72.140625,1,1,38,3,-1
"4323",6446,0,"SE",18,1,"P",2,957,6,1,0,27,2.38666666666667,67,338.17,0.1468371949,46.4296875,1,1,0,3,2
"4324",6185,0,"SO",18,1,"P",1.28,520.75,10,1,0,15,1,60,244.512,0.0326750107,70.640625,2,1,0,2,0
"4325",6466,0,"SB",18,1,"P",1.205,172,8,1,42.005,12,0,60,76.41,0.2173026986,71.9375,1.04166666666667,1,0,3,-1
"4326",6296,0,"SO",18,1,"P",1.205,170.5,9,1,34.915,8,0,57,64.5334523809524,0.0431424498,62.7890625,1.03,1,0,3,-1
"4327",6388,1,"SM",18,0.42,"P",1.27,272,34.7663333333333,1.01,46.95,9,0,23,187.0475,0,75.109375,1.02,0,0.549999999999422,5,-1
"4328",6341,260,"SO",19,1,"P",1,599.55,3,2,9.045,15,1,45,212.373333333333,0.515263224,44.015625,1,2,0,3,2
"4329",6413,0,"SO",19,1,"P",1.2,613,11,1,8.57,8,1.405,36,76.5366666666667,0,78.953125,1.04,1,0,3,-1
"4330",6476,0,"SC",18,1,"P",1,350,5,1,26.8,11,0,23,0,0.2369154594,53.2734375,1.02,1,0,3,-1
"4331",6238,0,"SC",19,1,"P",1.2,562,15,1,1,6,2,32,224.87,0.1711154799,85.515625,2,1,0,3,0
"4332",6187,0,"SA",18,1,"P",1,641.5,3,2,15.922,5,2,30,178.01,0.0785065664,63.5703125,1,2,0,3,0
"4333",6188,0,"SO",18,1,"P",1.06,189.5,23,1,31.5385714285714,19,0.26,22,98.97,0,82.703125,1,1,4,3,0
"4334",6477,0,"SO",18,1,"R",1,194.583333333333,3,1.02,36.59,16,1,23,91.03,0,69.3125,1.05,0,0.949999999999465,5,-1
"4335",6400,0,"SK",19,1,"P",1.19,561.083333333333,35,1,27.14,26,1.29,21,342.7075,0.0602784986,73.75,1.01,1,0,3,-1
"4336",6200,1,"SO",18,1,"P",1.04,368.5,10.53,1.055,4.73666666666667,10,0.12,13,75.43,0,58.078125,1,0,0.0604347826085296,5,0
"4337",6290,0,"SO",20,1,"P",1.195,478,16,1,0,8,2,46,126.65,0,69.578125,1.05,1,0,3,-1
"4338",6298,0,"SO",18,1,"P",2,1250,2,2,56.16,21,0,28,310,0,71.71875,1,2,165,3,2
"4339",6379,940,"SC",23,1,"P",1.16,1852.75,12,1,22.59,7,5,15,816.893333333333,0,63.4921875,1,1,253,3,3
"4340",6364,0,"SA",18,1,"P",1,197,3,1.04,30,5,0.11,14,59.155,0,54.5390625,1,0,4.21999999999989,5,1
"4341",6478,0,"SO",18,1,"P",1.02,176.5,11.03,1.01,29.41,6,0,14,76.36,0.0516101813,68.921875,1,0,0.0404347826085743,5,0
"4342",6437,0,"SO",18,1,"P",1.12,368.5,36.116,1.02,43.09,14,0,14,329.09,0.742645096,66.109375,1,0,2.49999999999989,5,0
"4343",6339,0,"SB",18,0,"P",1,50,2,2,30.645,5,0,9,144.71,0.0508871034,56.0703125,1,2,0,3,-1
"4344",6226,1,"SO",20,1,"P",1,684.195833333333,4,1,8.51,19,4,7,145.595,0.0529272475,53.7890625,1,1,0,3,0
"4345",6402,0,"SO",22,3,"P",1.186,1200,97,2,25.47,10.87,4.3,7,431.74,0,44.5859375,1,1,438,3,-1
"4346",6444,0,"SO",19,1,"P",1.02,174.4,12.4016666666667,1.04,43.6783333333333,18,0,4,102.51,0.2065787856,47.0625,1,0,3.82999999999992,5,0
"4347",6285,0,"SO",18,1,"P",1,654.833333333333,5,1,0,28,0.78,45,172.58,0,72.328125,1.19,1,0,3,-1
"4348",6332,0,"SD",18,1,"P",1.08,211.416666666667,10,1,45,2,1,4,151.99,0.0707064923,83.90625,1,1,0,3,0
"4349",6423,0,"SC",22,1,"R",1,500,4,1,34.9270833333333,8.44,1.35,3,0,0.3016762184,58.5625,2,1,71,3,2
"4350",6214,1,"SM",19,1,"P",1.29,639.333333333333,11,1,24,0,0,2,309.09,0.4939822247,55.53125,1,1,0,3,0
"4351",6404,0,"SO",19,1,"P",1.03,197,12.02,1.17,41.11,3,0.6,2,130.8,0.177745413,70,1,0,7.58333333333328,5,1
"4352",6480,0,"SO",19,0,"P",1.18,468.5,14.72,1.05,10.26,0,0.5,2,213.316666666667,0.0348065799,50.7421875,1.06,0,0.499999999999444,5,-1
"4353",6316,0,"SA",19,1,"P",1.19,170,12,1.05,36.62,0,0,10.69,103.06,0.0202084584,60.828125,1.08,0,2.29999999999938,5,-1
"4354",6213,260,"SA",19,1,"P",1.25,694,8,4,0,14.35,1,23,558.695,0.4488627529,62.640625,1,4,45,3,0
"4355",6297,0,"SC",20,0,"R",1.28,598.5,38,1,50.71,8.19,0.87,15.855,471.88,0.2321290052,57.2265625,2,1,0,3,1
"4356",-6240,0,"SG",20,1,"P",1.335,250,21,2,51.896,23,3,65,247,0.3322730036,61.1015625,2,2,0,2,0
"4357",6234,0,"SH",20,0,"P",1.21,449.625,11,1,71,8.59,2,11.8266666666667,342.12,0.5816531163,43.65625,1,1,0,3,0
"4358",6481,1,"SO",18,1,"P",1.33,950,8,1,15.29,14.23,0.87,19.43,220.39,0,32.5390625,1,1,859,3,-1
"4359",6434,1,"SA",20,1,"P",2,506,1,1,0,12.07,3,30.61,158.61,0.0423400026,54.8203125,1,1,0,3,1
"4360",6299,1200,"SB",34,1.24,"R",1.28,1508.5,18,1.32,1,2.92,0.96,3.94,1255.55,0.0877674683,52.015625,1,0,96.92,5,1
"4361",6307,0,"SN",18,1,"P",1.19,414.5,6,1.04,12.16,11.93,0,18.595,142.01,0.0878811928,31.8125,1.06,0,-6.05098193773301e-13,5,-1
"4362",6336,0,"SO",19,1,"P",1,100,4,1.01,45,9.77916666666667,1,12.915,124,0.5106634721,34.890625,1.17,0,5.97999999999952,5,-1
"4363",6455,220,"SO",18,0.89,"R",1.23,506.25,24.5795238095238,1.07,30.87,5.21,0.53,7.0275,615.556666666667,0.5566367228,46.138662109375,1.06,0,13.1499999999996,5,-1
"4364",6321,0,"SA",18,1,"P",1.23,215.388888888889,20.2222222222222,1.01,43.14,14.6808333333333,0.0806250000000001,14.51,110.445,0.0563712441,66.765625,1.07,0,-6.43751718598651e-13,5,-1
"4365",6439,0,"SO",18,1.45,"R",1.32,379,16.38,1.12,77.14,11.7,0.51,18.15,245.745,0,23.3515625,1.15,0,27.6266666666663,5,-1
"4366",6301,0,"SM",22,1,"R",1.11,827.5,24.72,1.11,42.6,2.7,0.77,5.89,651.04,0.0009821511,25.49609375,1.01,0,21.1799999999997,5,-1
"4367",6484,0,"SO",25,1,"P",1.236,457,25.38,1.15,34.79,4.86,2.07,7.86,387.55,0,52.882109375,1.02,0,41.8399999999996,4,-1
"4368",-6761,0,"SO",18,0,"P",1,1250,2,1.6,34.87,4,0,71,380.71,0,66.5,1,0,257.86375,5,1
"4369",-6756,0,"SD",19,1,"P",1.21,491.5,19,1,50.97,5,3,56,325.3475,0.0856997799,57.3203125,1,0,109.3575,2,1
"4370",6653,1,"SB",19,1,"P",1.3,254.375,12,2,42.92,14,0,50,107.77,0.174689455,77.84375,1.01,1,0,3,-1
"4371",6683,0,"SA",18,1,"P",1,510.875,3,1,3.76,20,0,48,84.62,0.0311613809,85.34375,1.07,1,0,3,-1
"4372",-6555,960,"SE",30,1,"P",1.25,2950,8,2.63,126,8,4.55,46,2760,0.149724775,73.65625,1.2,0,241.14,5,-1
"4373",6487,0,"SF",19,1,"P",1.07,474.5,11.945,1.05,17.07,4,0.7,45,225.0375,0.0411102186,61.2265625,1,0,22.0099999999999,5,0
"4374",6698,0,"SE",19,0,"P",1.07,292,15.825,1.05,47.75,6,0,44,165.51,0,83.703125,1,0,7.50999999999991,5,0
"4375",6494,0,"SL",18,1,"P",1,350,3,1.15,20.49,18,0,41,0,0,73.625,1,0,14.9599999999999,5,0
"4376",6739,0,"SL",18,1,"P",1.32,347.5,14.99375,1.15,33.048,3,2,42,180.47,0.0738534553,20.87890625,1,0,5.41999999999945,5,-1
"4377",6583,1,"SM",18,1,"P",1.16,495.5,12.77,1.08,6.56,17,0,40,102.24,0.0935878768,70.296875,1.04,0,-6.67341737425886e-13,5,-1
"4378",6676,1,"SO",18,1,"P",1.295,250,9,2,36.6,17,0,35,95.35,0,78.40625,1,2,0,3,-1
"4379",-6755,0,"SA",19,1,"P",1.22,1050,6,1,0,13,0,37,341,0.0427168469,62.234375,1.06,1,0,3,-1
"4380",-6757,0,"SF",18,1,"P",1.21,283,29.3366666666667,1.02,40.67,25,0.0466666666666667,36,258.71,0.2080247845,66.3125,1.01,0,1.96999999999942,5,-1
"4381",6553,0,"SA",18,1,"P",1.22,205.333333333333,23,1,62.34,20,0,34,214.995,0.4166129734,60.96875,1.02,1,0,3,-1
