"","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","var.FT","var.SA","var.SB","var.SC","var.SD","var.SE","var.SF","var.SG","var.SH","var.SJ","var.SK","var.SL","var.SM","var.SN","var.SO","var.H","var.P","var.R","var.1","var.2","var.3","var.4","var.5","response"
"245",0,"SL",20,0,"P",1,500,3,1,35,12,0,9,0,0,67.9375,1,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"246",0,"SO",23,1,"R",1,1350,8,1,130,23,1,5,1,0.1116264029,77.203125,1,0,1950,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"247",0,"SO",21,2,"P",1,500,19,2,44,4,0,1,1,0,43.1171875,1,1,1107,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"249",0,"SM",20,2,"P",1,100,6,1,0,10,1,6,32,0.5524016619,55.8203125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"250",1,"SF",20,1,"R",1,500,12,1,0,20,0,15,123,0.2014797474,67.796875,1,1,360,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"251",480,"SO",23,5,"P",1,200,14,2,25,14,5,12,1,0,81,1,2,72,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"252",1,"SL",21,0,"P",2,50,19,1,1,22,1,2,124,0,39.203125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"253",1,"SA",23,0,"R",1,100,10,1,0,13,0,5,0,0,75.46875,1,0,0,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"254",0,"FT",24,1,"R",2,650,7,1,125,26,0,7,0,0.0448961325,17.66015625,1,0,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"256",0,"SO",23,3,"P",2,750,11,1,0,18,19,28,61,0.0350721098,73.5625,1,1,412,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"257",1,"SM",22,4,"P",2,4300,7,3,0,23,5,20,712,0.0824397141,58.671875,2,3,2027,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"258",500,"SO",18,1,"P",1,700,7,1,0,25,2,2,219,0.0429544147,54.234375,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"259",0,"SB",19,0,"P",2,600,5,2,0,14,0,38,527,0,32.703125,1,0,4,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"263",800,"SB",19,1,"P",1,550,3,1,34,19,0,8,125,0.0715759185,50.1875,1,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"264",1,"SE",24,1,"R",2,350,6,1,0,10,0,2,63,0.1049111555,44.234375,2,0,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"266",1,"SO",16,1,"P",1,200,12,1,69,5,0,6,404,0.0640122702,54.15625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"267",0,"SO",19,0,"P",1,250,6,2,230,3,1,35,0,0.1862205504,61.15625,1,2,33,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"269",0,"SO",19,0,"R",1,200,9,1,41,6,6,30,1,0.2960278122,70.59375,1,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"272",0,"SO",18,1,"R",2,100,5,1,75,4,0,5,1,0,61.96875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"273",0,"SB",18,0,"P",1,50,28,1,0,17,0,17,61,0.0124169822,69.515625,3,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"274",0,"SO",18,1,"P",2,100,10,1,51,24,0,47,93,0,55.3359375,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"276",1,"SO",20,1,"R",1,50,3,1,1,0,5,14,652,0,48.28125,1,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
"277",0,"SO",21,1,"R",1,250,12,1,31,0,4,5,1,0.0023079388,21.265625,1,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"278",0,"SL",25,1,"P",1,100,26,1,0,8,0,2,4216,0,45.6484375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"285",10,"SF",19,1,"P",1,500,10,1,0,13,0,38,0,0.381779423,64.03125,2,0,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"287",0,"SO",18,1,"P",1,500,28,1,40,7,1,8,32,0.0190419333,48.09375,1,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"288",0,"SC",21,3,"P",1,300,15,2,0,2,2,11,1830,0.0350777647,91.84375,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"289",1,"SB",23,1,"R",1,2100,23,1,0,14,1,7,0,0.598415086,13.0625,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"291",1,"SO",21,1,"P",1,1500,19,1,0,5,2,8,62,0.0522158801,64.203125,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"292",1,"SO",23,5,"R",2,800,3,2,0,16,0,55,529,0.2728191791,58.6875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"293",380,"SA",18,0,"P",1,2850,14,1,0,7,15,15,744,0.0643372955,50.8828125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"294",1,"SM",44,6,"P",2,4700,75,1,1,16,0,15,311,0,56.40625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"297",0,"SA",18,0,"P",1,500,1,1,90,12,0,15,280,0.219254388,49.953125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"302",0,"SM",20,2,"P",2,1450,11,1,0,19,0,26,1394,0,51.5,1,1,1454,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"303",0,"SA",21,2,"P",1,150,15,1,0,13,2,31,868,0,84.90625,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"304",0,"SO",22,1,"R",1,500,26,1,0,22,24,59,0,0.4654815868,45.7265625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"305",0,"SO",19,0,"P",1,950,18,1,0,12,1,26,3007,0.0634885435,78.40625,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"306",400,"SB",20,1,"P",1,4300,6,3,0,21,0,4,62,0.0955666166,61.421875,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"307",0,"SN",18,1,"P",1,1000,21,1,15,14,1,12,0,0,67.28125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
"309",1,"SO",18,0,"P",1,1050,5,1,50,18,1,37,1085,0.0731288353,65.671875,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"310",0,"SA",22,3,"P",2,1450,14,1,1,18,4,30,62,0.1860068603,51.53125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"313",0,"SB",20,0,"P",1,150,6,1,0,18,1,17,155,0.1204061222,59.1875,1,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"315",0,"SL",24,3,"P",1,950,12,2,25,2,0,10,1,0,26.4609375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"319",1,"SK",18,0,"R",1,400,2,1,32,5,2,1,61,0.2065102924,28.8984375,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"320",0,"SF",23,2,"P",1,1900,34,1,0,3,3,8,0,0,42.8984375,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"321",0,"SB",28,2,"P",2,1800,2,3,0,18,0,1,1768,0.3029132504,87.953125,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"324",0,"SO",19,1,"P",2,750,18,1,165,14,0,13,372,0,24.58203125,1,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"327",100,"SO",21,4,"R",1,550,68,1,30,2,3,13,61,0,70.203125,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"329",0,"SL",21,3,"P",2,200,6,4,39,6,3,7,278,0.4496297045,57.9375,3,3,298,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"330",0,"SO",21,0,"P",1,150,9,3,0,26,4,28,64,0.0476004306,48.5625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"331",0,"SC",27,0,"R",1,150,5,1,1,9,0,1,185,0.3347548805,38.5078125,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"333",1,"SA",29,6,"H",1,8550,8,4,0,11,3,20,3844,0.0342638699,26.66015625,2,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"334",0,"SD",18,1,"P",1,1100,8,2,45,6,0,34,0,0.0233449023,63.71875,1,2,1012,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"338",0,"SO",21,1,"R",1,850,21,1,0,9,0,26,1117,0.3317752127,58.4453125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"339",0,"SO",20,1,"R",3,800,32,2,24,4,0,9,0,0.0534651125,80.796875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"343",100,"SO",22,4,"R",1,350,27,2,24,27,2,9,32,0.4559581587,56.2109375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"347",0,"SF",18,1,"P",1,850,11,1,0,25,1,19,2014,0.0559462737,78.453125,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"349",0,"SO",26,4,"R",1,12900,11,4,39,13,5,16,1,0.0029459411,49.4375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"350",0,"SC",21,0,"P",1,50,6,1,206,5,3,6,0,0.3490691986,76.015625,1,0,1289,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"352",0,"SO",27,2,"P",1,1750,53,2,0,9,1,59,1,0,30.65625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"354",1,"SO",42,0,"R",2,2100,29,1,0,11,5,60,1768,0,63.6953125,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"356",40,"SO",19,0,"P",1,1700,5,1,0,16,0,11,0,0,88.125,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"357",400,"SO",19,1,"P",1,7500,7,1,0,2,0,2,496,0,62.8203125,2,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"358",1,"SO",23,1,"R",1,5500,9,1,0,14,0,59,125,0,46.921875,2,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"359",0,"SO",21,1,"P",2,750,14,1,0,20,6,7,0,0.7779689543,48.1796875,1,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"360",0,"SB",22,0,"R",1,250,17,1,0,25,0,54,1,0,33.3671875,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"362",0,"SO",18,0,"P",2,350,1,1,0,0,0,5,1394,0.3795167282,52.390625,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"363",0,"SO",21,1,"P",1,750,9,1,0,1,2,44,495,0,50.4765625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"364",0,"SA",18,0,"P",1,50,1,1,0,0,0,5,7780,0.0246303674,50.59375,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"365",0,"SL",19,1,"P",1,2300,11,2,0,16,0,26,155,0,80.53125,1,2,827,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"366",0,"SO",17,0,"P",1,250,5,1,0,3,0,12,94,0,41.7890625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"368",1,"SO",23,0,"P",1,350,20,1,0,11,4,10,0,0.0415294768,52.640625,3,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"371",1,"SO",20,3,"P",1,550,8,2,0,18,0,22,464,0.0542542692,38.1171875,1,2,328,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"373",0,"SO",24,1,"P",1,4650,1,1,44,14,1,12,1,0.1935410998,51.2265625,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"374",0,"SO",17,1,"P",1,1450,34,1,1,16,0,4,31,0,30.05078125,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"375",0,"SA",19,1,"P",1,50,32,1,0,1,0,7,187,0.0628263361,17.39453125,1,0,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"376",360,"SN",19,3,"R",2,800,18,1,0,19,3,31,868,0.1872711852,61.9296875,1,1,1014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"377",0,"SA",23,2,"P",1,4450,37,1,0,3,1,7,526,0,50.0625,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"378",200,"SB",20,1,"P",1,700,1,3,0,2,3,30,744,0,84.953125,2,2,737,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"379",0,"SO",25,0,"P",1,850,56,2,0,16,1,17,1055,0.0142820106,32.4609375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"380",0,"SO",32,0,"P",2,900,11,1,85,7,0,5,0,0,30.0078125,1,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"384",1,"SL",24,2,"P",1,350,15,1,0,26,6,18,33,0.0871256117,63.3828125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"385",500,"SB",25,1,"R",2,4300,4,1,0,19,2,2,682,0.4647341147,37.8203125,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"388",340,"SO",18,3,"P",1,100,8,1,50,11,1,26,31,0,72.1875,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"389",1,"SB",24,1,"R",3,200,2,2,0,5,1,10,0,0.5624444671,33.3671875,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"395",0,"SH",21,4,"P",1,2850,30,1,0,21,2,5,0,0.0219525473,78.828125,1,1,3631,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"397",0,"SL",22,0,"P",1,2100,10,2,0,22,5,14,434,0.1244526196,47.0078125,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"399",0,"SB",22,3,"P",1,350,16,1,0,17,3,24,342,0.0940839897,75.3125,1,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"400",500,"SO",18,1,"P",1,500,26,1,1,16,0,16,31,0.1690302002,40.4296875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"405",0,"SD",19,1,"P",1,100,1,1,29,20,1,27,32,0.0362374359,22.56640625,1,0,0,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"407",400,"SO",23,1,"R",1,500,1,1,1,18,1,4,527,0,38.78125,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"410",0,"SO",18,0,"P",1,300,5,1,1,20,1,33,775,0.0250487871,42.9375,2,0,660,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"413",400,"SO",24,1,"R",1,1450,36,1,0,4,1,105,0,0,86.71875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"414",1,"SM",21,2,"R",1,1650,17,1,45,11,0,9,868,0.0287116012,56.3203125,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"415",1,"SA",19,1,"P",1,100,15,1,141,4,2,44,0,0,41.5546875,1,0,0,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"417",0,"SA",17,0,"P",1,1450,31,1,69,7,9,9,0,0.0271662388,56.125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"420",0,"SC",18,3,"P",1,150,2,1,0,19,0,19,31,0,72.203125,1,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"421",1,"SO",23,1,"R",1,1300,2,1,0,27,0,7,32,0.4561984967,60.609375,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"423",0,"SC",19,1,"P",1,1900,35,1,0,3,0,38,0,0,64.1875,1,0,0,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"424",0,"SA",18,1,"P",1,100,3,1,1,16,0,34,0,0.0659206074,61.671875,1,1,150,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"425",0,"SO",22,5,"P",1,4050,8,1,0,13,4,29,216,0.1706764931,46.6875,1,1,3448,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"426",0,"SA",20,1,"P",1,500,16,1,0,12,2,6,310,0.5663343482,49.125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"427",0,"SM",23,5,"H",2,100,10,1,40,8,0,2,2667,0,82.765625,1,0,833,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"428",1,"SO",19,1,"R",1,800,8,3,25,24,0,9,0,0.229404042,97.984375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"433",800,"SN",18,1,"P",1,500,17,1,0,7,0,14,0,0,34.8046875,1,0,22,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
"434",0,"SM",18,0,"P",1,500,23,2,0,14,0,37,1675,0,56.1640625,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"437",100,"SC",19,1,"P",2,1100,10,1,0,24,1,61,63,0.1436718814,46.0546875,2,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"438",1,"SO",18,0,"P",1,3300,11,1,0,11,5,40,1177,0.1335679893,67.578125,1,0,66,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"439",1,"SC",18,0,"P",2,150,2,1,66,15,0,17,249,0,29.08203125,1,0,0,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"442",0,"SO",20,1,"R",1,950,10,1,0,4,0,54,0,0,77.140625,1,1,830,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"443",1,"SB",21,2,"P",1,1900,15,1,186,17,3,37,495,0,65.78125,1,1,2141,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"445",1,"SO",23,1,"R",2,500,27,2,0,6,7,16,91,0,85.6875,1,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
"450",0,"SK",18,0,"P",1,1900,49,1,17,21,0,10,31,0,49.703125,1,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"451",0,"SO",21,2,"P",1,300,5,1,165,0,0,3,0,0,25.0859375,2,1,1127,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"452",0,"SO",19,1,"P",1,150,12,1,0,2,1,29,155,0.32149122,52.53125,1,1,365,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"456",1,"SA",20,3,"P",1,350,21,1,0,6,1,14,404,0,51.734375,1,1,1030,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"457",0,"SF",22,0,"P",1,50,16,2,36,19,1,14,0,0,57.3046875,1,0,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"459",200,"SO",24,1,"P",1,250,82,2,0,16,6,15,402,0.0786990221,39.8515625,2,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
"461",0,"SO",23,1,"R",1,950,14,1,0,23,6,4,0,0,71.96875,1,0,172,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
"465",760,"SO",24,1,"R",1,550,18,1,24,2,1,6,0,0.0706437458,77.015625,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"466",0,"SO",19,0,"H",1,600,3,1,135,5,2,17,465,0.0439332351,73.015625,2,1,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"467",1,"SB",20,2,"R",1,900,13,1,46,12,0,70,153,0.0868362025,86.109375,3,1,920,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"470",420,"SB",30,0,"R",2,150,2,1,0,13,4,6,93,0,15.58984375,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"471",0,"SO",18,2,"P",1,50,30,1,25,9,0,24,0,0.0060602976,65.3125,1,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"472",2,"SO",21,3,"R",1,500,2,1,25,26,3,3,1426,0.1926709646,70.421875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"473",1,"SE",18,1,"P",2,600,13,1,105,0,4,16,836,0,59.578125,2,0,0,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"475",100,"SO",37,0,"R",1,250,2,1,0,21,0,2,310,0.2028133147,41.5,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"480",0,"SO",16,1,"P",1,1550,21,2,21,21,3,61,6262,0.2040498154,42.6875,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"482",1,"FT",18,1,"P",1,50,4,2,40,7,2,40,0,0,81.84375,1,0,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"485",1,"SA",44,0,"H",1,6450,11,1,0,4,3,2,185,0,67.46875,1,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"486",0,"SA",21,3,"P",2,1300,7,2,1,8,2,19,1,0,80.53125,1,2,1003,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"487",0,"SB",23,1,"R",1,750,7,1,0,27,2,8,464,0,78.828125,1,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"488",0,"SD",24,2,"P",1,1350,19,2,0,10,6,42,280,0,68.875,1,1,1392,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
